Branch_code,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
PCJ,NISSAN,1,108,0.0402,6,122000
TMD,NISSAN,1,84,0.0397,9,100000
PCJ,BMW,1,84,0.0378,9,215000
BKI,PROTON,1,108,0.0491,5,38000
PKG,PERODUA,1,108,0.047,4,50200
SS2,PERODUA,1,84,0.0408,6,64200
KTA,HONDA,1,108,0.0404,5,70600
BGJ,PROTON,1,84,0.0495,5,30000
STP,PROTON,1,108,0.0462,5,36600
TPI,PERODUA,1,84,0.0464,3,50200
BBT,MAZDA,1,72,0.0383,7,100000
TPI,PERODUA,1,84,0.0466,5,46000
TMD,BMW,1,84,0.0382,9,280000
MLJ,SUBARU,0,108,0.0404,5,120000
IIS,NISSAN,1,108,0.0405,5,66400
BKI,PROTON,1,84,0.0453,5,43000
SAT,PERODUA,1,108,0.0495,4,33500
BKI,PROTON,1,108,0.0495,10,32800
MEL,PERODUA,1,84,0.0515,3,31900
SAL,KIA,0,108,0.0403,9,140000
SRB,HONDA,1,36,0.0452,9,30000
TPI,HONDA,1,108,0.0392,4,73400
LIN,PROTON,1,108,0.0485,4,31000
KBH,PERODUA,1,108,0.0498,5,41000
UEP,HONDA,1,108,0.0394,7,107000
SKD,PERODUA,1,108,0.0419,7,60000
JKU,PROTON,1,60,0.0465,7,39000
SNG,PROTON,1,108,0.0485,4,34400
PCJ,PERODUA,1,108,0.0418,4,72300
DSH,PROTON,1,108,0.0397,7,118300
BMC,PERODUA,1,108,0.0421,7,71000
TMD,MERCEDES BENZ,1,108,0.0387,9,284000
PCJ,MAZDA,0,84,0.0392,6,131000
RWG,PERODUA,1,84,0.0458,6,33000
BTP,TOYOTA,1,108,0.0403,6,79000
TPI,PERODUA,1,84,0.0474,5,35000
TEQ,PROTON,1,60,0.0396,8,70000
KTU,HONDA,1,108,0.0396,4,55100
IIS,PERODUA,1,108,0.0459,5,47500
TPI,VOLKSWAGEN,1,84,0.0389,8,130000
KLG,PERODUA,1,108,0.046,5,50000
JLG,PERODUA,1,108,0.0466,4,31000
KTA,HONDA,1,108,0.0405,7,81000
TPI,PERODUA,1,108,0.0464,4,50500
BTP,PERODUA,1,108,0.0485,10,50000
BHU,PERODUA,1,108,0.0468,5,35800
KLA,HONDA,1,108,0.0409,5,72900
PCJ,HONDA,1,60,0.04,5,50000
TPI,PERODUA,1,108,0.048,5,39000
TPI,KIA,0,108,0.0399,10,142000
KRP,MITSUBISHI,0,108,0.0389,5,104400
TPI,PORSCHE,1,36,0.0379,9,250000
SRB,PROTON,1,72,0.0394,9,102000
KTU,PROTON,0,108,0.0504,6,34200
IIS,PROTON,1,108,0.0473,5,50700
AIT,PERODUA,1,108,0.0462,8,36000
LBN,TOYOTA,1,108,0.040999999999999995,5,56000
MUR,PERODUA,1,108,0.049,5,33000
TPI,HONDA,1,108,0.0408,6,78400
TPI,TOYOTA,1,108,0.0387,6,135600
BBD,MAZDA,1,108,0.0389,8,120000
PTK,PERODUA,1,108,0.0464,5,32800
IIS,PERODUA,1,108,0.0465,5,47500
JLG,PERODUA,1,108,0.0475,5,30000
TPI,TOYOTA,1,84,0.0395,7,74400
BKI,ISUZU,1,108,0.04,5,117400
TPI,PERODUA,1,108,0.0495,4,32000
TPI,PERODUA,1,108,0.0479,6,50000
KTA,PROTON,1,108,0.048,4,37000
TMD,PERODUA,1,108,0.0485,5,44000
BKI,TOYOTA,1,108,0.0402,7,114200
MLK,TOYOTA,1,108,0.0396,5,85000
TPI,HONDA,1,108,0.0398,7,149000
RHP,PERODUA,1,108,0.0478,5,52200
MUR,PERODUA,1,108,0.0459,4,41400
MLK,PROTON,1,108,0.0492,5,36000
BMC,PROTON,1,60,0.0469,6,25000
JKU,PERODUA,1,84,0.0452,5,38000
BTG,PROTON,1,60,0.046,7,30000
SRB,PROTON,1,108,0.051,3,26900
IPH,PROTON,1,24,0.044000000000000004,9,50000
PNG,HONDA,1,108,0.0392,5,70000
IIS,PERODUA,1,108,0.0468,5,32300
KLG,MAZDA,1,84,0.0397,9,110000
PCJ,PERODUA,1,60,0.045,7,39000
MCA,PERODUA,1,108,0.0419,6,72300
SRB,PERODUA,1,60,0.0449,7,40000
KMT,PROTON,1,108,0.0485,5,42000
PBT,PROTON,1,108,0.0494,5,41000
KMA,PROTON,1,84,0.0462,5,31000
TPI,PROTON,1,84,0.0476,5,31600
SS2,MAZDA,1,60,0.0377,10,118800
BBM,PERODUA,1,60,0.0446,5,40000
MJL,NISSAN,1,84,0.038,9,118700
AMP,PERODUA,1,108,0.048,7,49000
SEK,PROTON,1,108,0.0462,4,36400
TPI,PERODUA,1,108,0.0458,5,50200
TIN,TOYOTA,1,84,0.0385,8,155000
AMR,TOYOTA,1,108,0.04,7,100000
DJK,TOYOTA,1,108,0.0403,6,71000
UKP,HONDA,1,108,0.0389,5,106000
BTU,PERODUA,1,108,0.0495,4,32000
KCH,PERODUA,1,108,0.0492,4,35500
KUI,PERODUA,1,108,0.0495,5,44500
STW,KIA,0,84,0.0392,9,135000
SS2,NISSAN,1,108,0.0393,7,135000
SNG,PERODUA,1,60,0.047,7,25000
KLU,PERODUA,1,84,0.0469,6,46000
KMA,PROTON,1,60,0.046,5,30000
SHG,LEXUS,0,60,0.038,9,200000
KLG,PERODUA,1,108,0.049,3,34900
PCJ,PERODUA,1,108,0.0491,10,33000
BKI,PERODUA,1,108,0.049,5,40000
BTU,HONDA,1,84,0.0401,5,100800
KMA,PERODUA,1,108,0.0492,5,40900
TPI,PROTON,1,84,0.04,7,97000
TPI,PROTON,1,60,0.0453,6,36000
BTP,HONDA,1,108,0.04,6,62000
SRB,KIA,1,108,0.04,6,80000
MLK,TOYOTA,1,108,0.0397,7,115000
TIN,PERODUA,1,108,0.0419,5,50000
PCJ,SUBARU,0,108,0.0399,7,117000
PTN,PROTON,1,84,0.0453,5,43500
SS2,HONDA,1,108,0.0405,5,64000
BBM,PROTON,1,108,0.05,5,33000
KKB,PERODUA,0,108,0.0488,10,33500
SBK,TOYOTA,1,60,0.0393,10,60000
MLR,PROTON,1,108,0.047,5,38000
BTN,PERODUA,1,84,0.0493,5,29000
RWG,HONDA,1,108,0.0399,6,119000
PJA,MAZDA,1,108,0.0398,7,144500
IPG,PERODUA,1,84,0.0451,10,46700
KRP,TOYOTA,1,60,0.0392,10,83000
KJG,HONDA,1,108,0.0405,7,53600
TPI,PERODUA,1,108,0.048,5,58000
PCJ,PERODUA,1,84,0.0463,5,45000
KTJ,PERODUA,1,108,0.0513,4,16000
PBT,PROTON,1,60,0.0393,9,70000
PJC,TOYOTA,1,60,0.039,9,70000
KK2,HONDA,1,108,0.0396,7,110000
SRB,KIA,1,108,0.0391,5,80000
MAS,MITSUBISHI,1,84,0.0388,9,141000
TPI,HONDA,1,108,0.04,8,112000
SMY,HONDA,1,84,0.0396,6,70000
BTP,PERODUA,1,108,0.0506,5,44000
BKI,PERODUA,1,108,0.0495,5,33600
SAT,PERODUA,1,84,0.0446,5,51800
SGG,TOYOTA,1,108,0.0398,5,130000
SS2,PERODUA,1,108,0.0479,6,50000
BTP,NISSAN,1,36,0.0418,6,40000
TWU,PROTON,1,108,0.0405,5,75000
PCJ,PERODUA,1,60,0.0456,9,29000
TPI,TOYOTA,1,72,0.0401,7,55000
SJR,TOYOTA,0,108,0.0408,7,109000
RHP,PROTON,1,108,0.049,7,38500
KLG,PERODUA,1,60,0.046,5,35800
PAP,PERODUA,1,96,0.0466,9,45000
KMA,PERODUA,1,84,0.0458,9,32000
RHP,HONDA,1,60,0.0395,6,55000
TPI,HONDA,0,60,0.039,9,143700
DSH,PROTON,0,84,0.0391,9,107000
BDR,PROTON,1,60,0.039,6,80000
TPI,PERODUA,1,108,0.0418,5,72500
MJL,PERODUA,1,60,0.0451,6,45000
KMN,KIA,1,108,0.0399,6,124000
KMA,PROTON,1,108,0.0397,8,114800
MAS,HONDA,1,60,0.0401,6,50000
KMA,HYUNDAI,1,84,0.0383,9,104000
KMA,PERODUA,1,108,0.0422,7,64600
PCJ,PERODUA,1,60,0.0482,4,23000
TPI,PERODUA,1,108,0.0466,5,45100
TPI,TOYOTA,1,36,0.0426,7,40000
SMB,PERODUA,0,108,0.051,4,40700
TPI,TOYOTA,1,108,0.0394,6,79100
BKI,TOYOTA,1,84,0.0394,6,100000
BKI,NISSAN,1,108,0.0399,5,68000
KMT,PROTON,1,108,0.0488,5,31000
PCJ,HONDA,1,108,0.0401,8,70000
TWU,PROTON,1,84,0.049,7,37000
MLK,HONDA,1,108,0.0407,5,66500
KMA,PERODUA,1,84,0.045,6,43000
KTA,HONDA,1,108,0.0392,6,74000
CGL,PERODUA,1,84,0.0414,6,65000
SGG,TOYOTA,1,108,0.0399,6,125800
RHP,MAZDA,1,108,0.0399,7,122000
MUR,PERODUA,1,60,0.0468,5,30000
PJF,VOLKSWAGEN,1,24,0.0405,9,116000
MLK,PERODUA,1,108,0.0483,5,41000
SNG,PROTON,1,108,0.047,6,61800
MUR,HONDA,1,84,0.0396,4,48500
MLK,NISSAN,1,84,0.0387,6,120000
BYB,PROTON,1,72,0.0394,9,85000
KMA,VOLKSWAGEN,1,108,0.0389,9,154000
KMT,PERODUA,1,108,0.0455,6,50200
BTP,PERODUA,1,60,0.0448,5,37800
SDK,TOYOTA,1,60,0.0391,6,65200
TMD,PROTON,0,108,0.0493,5,34000
BTP,PERODUA,1,84,0.0415,6,60300
SEG,PROTON,1,108,0.0481,4,34600
PKG,PROTON,1,108,0.0478,4,46000
SRB,HONDA,1,108,0.0406,8,73900
KTA,PERODUA,0,108,0.049,5,38000
LKW,NISSAN,1,108,0.039,7,88500
RHP,FORD,0,84,0.0392,5,97000
TMD,MERCEDES BENZ,0,60,0.0379,9,250000
BTN,PERODUA,1,108,0.0466,4,45000
KMA,MAZDA,1,36,0.0428,7,40000
LKW,PROTON,1,108,0.048,10,39000
TMP,FORD,1,84,0.0385,9,155700
TPI,PERODUA,1,84,0.0469,10,35800
BTP,PERODUA,1,108,0.0424,5,69600
INM,MAZDA,1,84,0.0387,7,70000
TPI,PERODUA,1,108,0.0475,6,28000
MLJ,PERODUA,1,108,0.0486,5,35000
SJA,KIA,1,60,0.0381,9,140000
PCJ,PROTON,1,60,0.0446,9,43300
TPI,HONDA,1,84,0.0389,9,100000
LKW,MERCEDES BENZ,0,108,0.0419,9,91500
BKI,PROTON,1,108,0.049,6,43000
TPI,PERODUA,1,60,0.0407,8,60000
BGJ,HONDA,1,108,0.0385,7,120000
TPI,PERODUA,1,84,0.0482,10,25000
BKI,ISUZU,1,108,0.0395,5,104500
BNT,PERODUA,1,108,0.0482,5,40800
KUI,PERODUA,1,108,0.0472,5,34600
CGL,TOYOTA,0,84,0.0395,6,120000
PCJ,PERODUA,1,108,0.0478,6,44500
PKG,VOLKSWAGEN,0,108,0.0389,7,135000
BTP,PROTON,1,108,0.0475,4,46000
MUR,PERODUA,1,108,0.047,6,32500
RJP,TOYOTA,1,60,0.0395,7,50000
TPI,PERODUA,1,60,0.0464,10,45700
TMD,PERODUA,1,108,0.0469,6,45000
RHP,PERODUA,1,108,0.047,5,33000
STT,HONDA,1,84,0.040999999999999995,9,106000
TMD,PROTON,1,108,0.048,7,36000
KLA,TOYOTA,0,60,0.0386,8,110000
PCJ,MERCEDES BENZ,0,108,0.0393,9,225000
BTU,PERODUA,1,108,0.0485,4,40700
BMC,PERODUA,1,72,0.0418,7,55000
IIS,MAZDA,0,84,0.0396,8,105000
KMA,MAZDA,1,108,0.0383,9,166900
TPI,TOYOTA,1,108,0.0391,4,81000
TPI,MAZDA,0,108,0.0405,1,105000
KTA,PERODUA,1,108,0.047,6,29000
UKP,PERODUA,1,108,0.0474,5,32000
SRB,HONDA,1,84,0.0385,6,71000
TPI,PERODUA,1,108,0.0489,3,32000
KTU,PERODUA,1,108,0.0465,5,41000
RHP,FORD,0,108,0.0402,6,86000
SBW,PERODUA,0,84,0.0474,5,33500
SLG,TOYOTA,1,36,0.0401,6,60000
SEK,PERODUA,1,108,0.0494,5,50000
PCJ,BMW,1,108,0.0392,9,282000
STM,PERODUA,1,84,0.0475,4,32500
ASB,PERODUA,0,108,0.0483,5,36700
BTP,PERODUA,1,84,0.0475,4,29600
TPI,VOLKSWAGEN,1,84,0.0338,7,105000
TPI,PERODUA,1,84,0.0452,7,40000
JKN,PERODUA,1,108,0.0485,9,50200
BBD,SUBARU,1,108,0.0387,7,130000
KMN,PROTON,1,60,0.0515,6,30000
BHU,PERODUA,1,60,0.0444,7,42000
PCJ,PERODUA,1,60,0.046,10,40000
KLA,TOYOTA,1,108,0.0398,5,133600
BPP,HONDA,1,84,0.0381,5,128000
JTA,PERODUA,1,60,0.0407,5,70000
TPI,PERODUA,1,60,0.0407,6,70000
PCJ,PERODUA,1,108,0.0462,3,35200
TPI,PERODUA,1,108,0.0459,5,49000
KTA,PROTON,1,108,0.0485,6,30000
SS2,MAZDA,1,84,0.0387,6,71500
JLG,TOYOTA,1,108,0.0393,7,65000
KMA,HONDA,1,60,0.0393,6,62100
KLA,TOYOTA,1,108,0.0402,6,83500
KTA,PROTON,1,108,0.0475,7,46200
BKI,PERODUA,1,60,0.0441,7,51700
PCJ,PROTON,1,84,0.039,8,110000
CHG,MITSUBISHI,1,108,0.04,8,109800
BKI,PROTON,1,108,0.0485,5,49000
NBJ,PERODUA,1,108,0.0491,3,32300
TPI,HONDA,1,108,0.04,6,71700
JKN,FORD,1,84,0.0383,9,98000
BNT,PERODUA,1,108,0.0506,5,50200
TIN,PROTON,1,108,0.0463,5,35000
TPI,PERODUA,1,108,0.0481,9,44400
BKI,PERODUA,1,108,0.0471,3,32200
BKJ,MAZDA,1,84,0.0389,6,108000
KRP,PROTON,1,108,0.0394,6,110000
JKN,PROTON,1,108,0.0473,4,37500
PCJ,NISSAN,0,108,0.0399,9,129500
OUG,TOYOTA,1,60,0.0386,10,75000
JKL,PROTON,1,72,0.0394,8,80000
TMD,PERODUA,1,108,0.046,4,38900
DSH,TOYOTA,1,108,0.0391,5,77900
TPI,PERODUA,1,108,0.0477,5,32000
BWT,SUBARU,1,60,0.039,7,50000
TPI,PERODUA,1,84,0.0415,7,60000
PCG,MAZDA,1,108,0.0395,5,82600
SEG,PROTON,1,84,0.0463,5,30500
SS2,HONDA,1,108,0.0393,7,67600
RHP,TOYOTA,1,108,0.0391,5,84500
SRB,HONDA,1,108,0.0398,5,74000
MLR,SUBARU,0,108,0.0405,6,120000
PCJ,HONDA,1,60,0.0384,7,100000
MUR,TOYOTA,1,108,0.04,6,75000
PCJ,HONDA,1,84,0.0388,5,100000
KPA,HONDA,1,108,0.039,6,108400
BET,PERODUA,1,108,0.0487,6,40700
BTP,PERODUA,1,108,0.0512,5,33400
PNG,HONDA,1,108,0.0393,5,70000
TPI,PROTON,1,108,0.048,5,38000
TPI,PROTON,1,84,0.0393,9,101800
BNT,PERODUA,1,84,0.0413,5,70000
BKI,PERODUA,1,108,0.0497,7,33400
BBM,VOLKSWAGEN,0,108,0.0419,5,68000
TDD,KIA,1,84,0.039,9,112000
BCV,PERODUA,1,60,0.0407,6,70000
UEP,HONDA,1,108,0.0398,9,72000
SRB,PROTON,1,108,0.048,5,37000
LKW,MERCEDES BENZ,0,84,0.0387,8,180000
SRB,HONDA,1,108,0.0402,6,78000
KLA,TOYOTA,1,72,0.0393,7,75000
SRB,TOYOTA,1,108,0.0403,10,110000
CHG,PROTON,1,108,0.0483,3,31500
JKN,TOYOTA,1,108,0.0399,5,113900
TGM,HONDA,1,60,0.0385,6,68000
PCJ,MINI,0,84,0.0386,9,200000
BKI,PERODUA,1,108,0.0502,5,25200
SRB,HONDA,1,108,0.040999999999999995,5,77900
TPI,HONDA,1,84,0.0393,7,71000
ATH,PROTON,1,84,0.04,6,95000
KLA,HONDA,1,108,0.0408,5,66000
TPI,PERODUA,1,84,0.0463,10,46000
RHP,MAZDA,1,108,0.0379,9,160000
TMD,PERODUA,1,84,0.0484,5,39000
DSH,HONDA,1,36,0.0401,6,60000
TMD,PERODUA,0,108,0.049,5,44400
BKI,PERODUA,1,108,0.0419,6,72600
KTA,HONDA,1,108,0.0397,5,80000
TPI,PERODUA,1,108,0.0486,5,47500
TPI,PERODUA,1,108,0.0455,10,50200
TMD,MERCEDES BENZ,1,84,0.0382,9,264000
KRP,TOYOTA,1,84,0.0397,4,54000
KLA,TOYOTA,1,108,0.0387,7,126800
KMN,PERODUA,1,108,0.049,5,34900
PCJ,PERODUA,1,108,0.049,4,34800
JKN,VOLKSWAGEN,1,108,0.0399,9,130000
DSH,BMW,1,72,0.0374,9,290000
KTJ,PERODUA,1,108,0.0488,10,29300
PTN,HONDA,1,96,0.0393,6,68500
STP,PERODUA,1,108,0.0494,4,34300
MAS,PERODUA,1,108,0.0488,5,32000
APR,HONDA,1,36,0.0402,9,81300
IIS,PROTON,0,60,0.0389,9,90000
SDK,PROTON,1,108,0.0478,5,38000
BKI,MITSUBISHI,1,108,0.0391,6,110000
TPI,HONDA,1,108,0.0393,10,69000
KLA,NISSAN,1,36,0.0392,9,100000
S14,PROTON,1,36,0.0414,9,76500
SRB,PERODUA,1,108,0.046,5,46000
APR,PERODUA,1,108,0.0475,5,50000
JLG,PROTON,1,60,0.0388,9,100000
SMY,PERODUA,1,108,0.05,8,30200
KLU,HONDA,1,84,0.0389,6,74400
SKD,PERODUA,1,84,0.0452,5,44800
SS2,PERODUA,1,84,0.0449,5,44700
SS2,PROTON,1,108,0.0484,5,34000
BKI,PERODUA,1,84,0.0473,5,35000
TPI,MAZDA,1,60,0.0379,9,110000
TIN,PERODUA,1,108,0.0508,4,28000
KC1,TOYOTA,1,60,0.0387,9,83000
MLK,HYUNDAI,1,108,0.0404,6,138000
TPI,MAZDA,0,84,0.039,10,169000
KLA,HONDA,1,60,0.0386,8,110000
PKG,PROTON,1,84,0.0487,5,60800
TAI,HYUNDAI,1,84,0.039,7,70000
MLR,PERODUA,1,60,0.0491,5,20000
KEP,PERODUA,0,108,0.048,4,41400
BKI,PERODUA,1,108,0.0468,5,36500
PIN,VOLKSWAGEN,1,108,0.0394,5,61000
MAS,PROTON,1,108,0.0482,7,33000
SEG,HONDA,1,60,0.040999999999999995,5,40000
SGG,PERODUA,1,108,0.0418,6,73600
KLA,TOYOTA,1,96,0.0395,6,123000
BTP,PROTON,0,84,0.0391,6,101800
BTP,TOYOTA,0,84,0.0392,6,119000
IPG,SUBARU,0,108,0.0417,6,110000
KTN,PERODUA,1,108,0.0481,8,21500
KLA,PERODUA,1,108,0.0509,4,30000
BMC,MAZDA,0,60,0.0391,8,90000
JBU,PERODUA,1,60,0.0445,7,50000
PST,TOYOTA,1,60,0.0407,9,40000
KMA,SUBARU,1,108,0.0393,6,122000
BKI,PERODUA,0,108,0.0489,6,41000
TMD,HYUNDAI,1,108,0.0393,7,123000
BKJ,PROTON,1,108,0.048,4,33800
PCJ,VOLVO,1,60,0.038,9,156000
CHG,HONDA,1,60,0.0385,7,80000
JLG,HONDA,1,108,0.0386,7,74000
BHU,PROTON,1,84,0.047,10,34400
BTP,PERODUA,1,84,0.0499,9,25000
ATH,HONDA,1,108,0.0403,7,75600
PCJ,HONDA,1,72,0.0395,8,80000
NTB,NISSAN,1,60,0.0391,6,80000
TMD,PERODUA,1,60,0.0443,5,43800
BPP,HONDA,1,72,0.0387,8,95000
KMA,MAZDA,1,108,0.0399,9,65000
SBJ,MAZDA,1,108,0.0404,7,135400
SS2,SUBARU,1,108,0.0388,9,115900
BLK,PERODUA,1,60,0.045,6,52800
KMA,HONDA,1,84,0.0405,6,48500
PCJ,HONDA,1,36,0.0392,9,100000
TGM,PERODUA,1,108,0.047,5,29000
TMU,PERODUA,1,84,0.0418,6,60000
PCJ,HYUNDAI,1,108,0.0388,7,118000
RHP,PROTON,0,108,0.0492,4,35500
DSH,PEUGEOT,1,108,0.0403,5,80000
MUR,HONDA,1,84,0.0395,1,75000
RHP,MAZDA,0,108,0.0404,5,150000
BTP,PROTON,1,108,0.0481,4,35700
BTP,PROTON,1,108,0.0491,4,32700
SAL,NISSAN,1,60,0.0381,6,95000
TEQ,BMW,0,60,0.039,9,100000
BTU,HONDA,1,108,0.0392,5,71000
BTN,PERODUA,1,60,0.0465,10,30000
KLA,TOYOTA,1,84,0.038,9,136000
TWU,PERODUA,1,84,0.0415,7,60000
MYY,PERODUA,1,108,0.0466,5,46000
PCJ,HONDA,1,84,0.0395,7,70000
BBB,PERODUA,1,36,0.0471,9,70000
STM,PERODUA,1,84,0.0458,5,32000
PCJ,SUBARU,1,84,0.0386,9,100000
KMA,PERODUA,1,108,0.0485,5,50500
RWG,SUBARU,1,108,0.0402,5,115000
MLK,TOYOTA,1,36,0.0426,10,40000
TPI,PERODUA,1,84,0.0459,9,31000
TPI,HONDA,1,108,0.0406,6,77000
PCJ,HONDA,1,108,0.0394,5,61000
PCH,NISSAN,1,108,0.0405,6,131000
TPI,PERODUA,1,108,0.0478,6,54500
SRB,PROTON,1,108,0.0482,4,47900
CRS,PERODUA,0,108,0.0515,8,36800
TPI,VOLKSWAGEN,1,108,0.0398,8,72200
SDK,PERODUA,1,108,0.0419,6,73500
BTP,NISSAN,1,36,0.0412,9,56000
BKI,PERODUA,1,108,0.049,5,44300
TPI,PROTON,1,84,0.0388,6,90000
SBW,PERODUA,1,108,0.049,3,39200
MUR,TOYOTA,0,60,0.038,6,200000
IPH,NISSAN,1,108,0.0393,9,131000
KLA,HONDA,1,108,0.0399,5,68000
KLA,PERODUA,1,60,0.0451,7,35200
TPI,PERODUA,1,48,0.0511,5,20000
RHP,PERODUA,1,108,0.048,10,21800
BTP,VOLKSWAGEN,1,108,0.0409,10,73600
TPI,TOYOTA,1,108,0.0408,8,83100
KMA,TOYOTA,1,108,0.0405,6,81000
BTP,PERODUA,1,60,0.0404,6,60500
LBS,PERODUA,1,60,0.046,8,30000
TPI,PERODUA,1,108,0.05,7,36800
MLK,PERODUA,1,108,0.0483,5,46900
MUR,HONDA,1,108,0.0392,7,100600
KEP,PERODUA,1,108,0.0459,5,46700
TMH,TOYOTA,1,60,0.04,5,50000
KLA,PROTON,0,108,0.0397,9,114700
TPI,NISSAN,1,84,0.0395,5,51600
PKG,PROTON,1,108,0.048,1,54000
UEP,HONDA,0,108,0.0403,9,110000
RWG,TOYOTA,1,108,0.039,6,75000
JKU,PROTON,1,84,0.0394,9,100000
KKB,PERODUA,1,60,0.046,10,35000
BBM,PROTON,1,108,0.0482,4,33000
KKB,PROTON,1,60,0.0487,5,38400
KLA,ISUZU,1,84,0.0389,9,93000
MVL,PROTON,1,108,0.0459,5,40677
TSS,NISSAN,1,84,0.0388,9,56000
RHP,HONDA,1,108,0.0404,4,58000
TMD,PERODUA,1,108,0.048,5,47500
KMA,VOLVO,1,108,0.0395,9,177000
BKI,PROTON,1,108,0.0484,5,36000
SRD,KIA,0,108,0.0387,9,140000
SRB,HONDA,1,108,0.0391,4,80800
SRB,PROTON,0,108,0.049,5,34500
TIN,PERODUA,1,60,0.0454,5,35000
BKI,TOYOTA,1,108,0.0402,5,106600
PBT,PEUGEOT,1,60,0.039,9,70000
APR,HONDA,1,36,0.0417,5,52000
BKI,PERODUA,1,108,0.0506,5,29000
PCJ,PERODUA,1,108,0.0464,10,50000
KCH,TOYOTA,1,60,0.0393,5,70000
SEG,PROTON,1,108,0.0485,5,32000
APR,PERODUA,1,84,0.0413,6,72000
GOM,PERODUA,1,84,0.0455,5,40000
KTA,PERODUA,1,108,0.0483,5,55600
BBT,TOYOTA,1,108,0.0405,5,115000
JLG,PERODUA,1,60,0.048,10,24000
KMA,HONDA,1,36,0.0411,10,56000
DGN,PROTON,0,108,0.0513,6,35800
BTP,PERODUA,1,108,0.0495,5,32100
TST,MAZDA,1,84,0.0391,7,100000
BTU,HONDA,1,48,0.0428,3,30000
BTP,PROTON,1,108,0.0484,5,30500
BBB,PERODUA,1,108,0.0415,5,64000
DSH,NISSAN,1,84,0.0392,5,75000
UKP,PERODUA,1,108,0.0464,4,32400
SAM,PERODUA,1,108,0.0484,6,38000
SEK,PROTON,1,84,0.049,5,29500
TPI,HYUNDAI,1,108,0.04,7,130000
BCV,PERODUA,1,72,0.0467,5,41400
SS2,PERODUA,1,108,0.0484,6,38500
KMN,TOYOTA,1,24,0.0503,10,25000
TME,VOLKSWAGEN,1,60,0.0338,9,90000
TAB,KIA,1,24,0.0545,10,20000
NTB,PROTON,1,84,0.0498,5,28000
SAT,HONDA,1,60,0.0396,9,60000
KEP,PERODUA,1,108,0.048,5,44600
MLK,PERODUA,1,108,0.0481,5,21500
LIN,HONDA,1,108,0.0393,5,66200
TPA,HONDA,1,108,0.0393,9,67000
SRB,TOYOTA,1,108,0.0392,7,73000
TPI,MITSUBISHI,1,108,0.0388,5,111300
SS2,PERODUA,1,36,0.0475,5,35000
PAP,PERODUA,1,84,0.0412,10,72300
TPI,PERODUA,1,60,0.0454,8,35000
TAB,PERODUA,1,60,0.0468,6,25000
BKI,ISUZU,1,108,0.0407,5,82000
KMN,TOYOTA,1,60,0.0385,5,96000
PCJ,PERODUA,1,84,0.0452,6,38000
BKI,ISUZU,1,108,0.0395,5,106300
JLG,TOYOTA,1,108,0.039,6,139000
TWU,MITSUBISHI,0,108,0.0401,5,97000
KRP,TOYOTA,1,108,0.0393,7,133600
SRB,PERODUA,1,84,0.0463,5,30000
SRB,PERODUA,1,108,0.0495,5,47500
SBW,TOYOTA,1,108,0.0387,6,128000
KLA,MERCEDES BENZ,1,108,0.0396,9,231600
TAB,NISSAN,1,108,0.0404,5,65100
KMA,PERODUA,1,108,0.0475,6,44000
STM,TOYOTA,1,84,0.0387,5,90000
IIS,PROTON,1,108,0.049,4,34500
KLA,HONDA,1,108,0.0404,6,72000
SBW,PERODUA,1,84,0.045,6,49000
SS2,VOLKSWAGEN,1,108,0.0402,6,65000
RHP,TOYOTA,1,108,0.0407,6,88000
SS2,PERODUA,1,60,0.045,10,35800
BKI,PROTON,1,108,0.0494,6,32900
JLG,HONDA,1,84,0.0397,9,80000
RHP,PERODUA,1,108,0.0468,4,31500
YPG,PERODUA,1,84,0.0475,7,32000
MLK,PROTON,1,108,0.0475,3,45900
SGG,PERODUA,1,24,0.0583,2,21200
SGG,PERODUA,1,84,0.042,7,73700
PCJ,NISSAN,1,108,0.0405,6,66000
BKI,PERODUA,1,108,0.0494,5,32600
TMP,HONDA,0,84,0.0407,9,50000
KOT,LANDROVER,0,108,0.0403,9,400000
BBM,PERODUA,1,60,0.0448,5,40000
TPI,PROTON,1,108,0.0492,4,35400
SS2,HONDA,1,108,0.0407,5,69400
TPI,PERODUA,1,108,0.05,5,38000
PCJ,SUBARU,1,108,0.0397,5,105000
KLG,PROTON,1,108,0.0483,4,35500
CRS,PERODUA,0,84,0.0476,5,48400
BKI,ISUZU,0,108,0.0405,7,105000
STP,PERODUA,1,108,0.0506,5,14300
BBM,TOYOTA,1,108,0.039,7,68300
IIS,KIA,1,36,0.0435,9,35000
YPG,LEXUS,0,60,0.0381,9,190000
PKG,PROTON,0,108,0.0513,5,34500
BTP,HONDA,0,108,0.0405,7,127000
PCJ,MAZDA,1,108,0.04,8,110000
PCJ,SUBARU,1,108,0.0404,6,100000
SRB,HONDA,1,108,0.039,6,78800
MUR,TOYOTA,1,84,0.0391,8,138800
KLA,PERODUA,1,60,0.0431,5,15000
MLR,PROTON,1,96,0.049,6,36900
KOT,PERODUA,1,84,0.0452,5,44700
BTU,PERODUA,1,108,0.049,4,34000
TPI,PERODUA,0,108,0.0495,10,39000
SS2,TOYOTA,1,72,0.0399,5,60000
BKI,ISUZU,1,108,0.0407,7,108000
KTA,PROTON,1,108,0.0503,5,36000
MLK,PROTON,1,108,0.0397,7,114600
